id,tag,title,year
3696,journals/cad/HuDZY08,"An interactive co-evolutionary CAD system for garment pattern design.",2008
3697,journals/cad/Wang08,"Towards flattenable mesh surfaces.",2008
3698,journals/cad/SharmaKSHE12,"Challenges in computer applications for ship and floating structure design and analysis.",2012
3699,journals/cad/AonoBW94,"Fitting a woven-cloth model to a curved surface: mapping algorithms.",1994
3700,journals/cad/Smith90,"Spatial data models and data structures.",1990
3701,journals/cad/BlockKP15,"Steering of form - New integrative approaches to architectural design and modeling.",2015
3702,journals/cad/CeraKHR04,"Role-based viewing envelopes for information protection in collaborative modeling.",2004
3703,journals/cad/Dutta94,"Special issue: Mathematical methods for CAD.",1994
3704,journals/cad/LiDV94,"Optimal toolpath pattern identification for single island, sculptured part rough machining using fuzzy pattern analysis.",1994
3705,journals/cad/FangL14,"Efficient decomposition of line drawings of connected manifolds without face identification.",2014
3706,journals/cad/Skyrme71a,"Computer graphics Part 2 - Software techniques.",1971
3707,journals/cad/MizoguchiK13,"Decomposing scanned assembly meshes based on periodicity recognition and its application to kinematic simulation modeling.",2013
3708,journals/cad/TangH07,"The effect of tendons on foot skin deformation.",2007
3709,journals/cad/Russell92,"CAD accelerators: A P Ambler, P Agrawal and W R Moore (Eds.) Elsevier, Netherlands (1991), 300 pp, ISBN 0444889647.",1992
3710,journals/cad/Mason02,"MacSurf an early NURBS shiphull design system: a historical note.",2002
3711,journals/cad/Ahn01,"Conic approximation of planar curves.",2001
3712,journals/cad/RodriguezF12,"Programmed design of ship forms.",2012
3713,journals/cad/EdwardsB11,"Topologically correct reconstruction of tortuous contour forests.",2011
3714,journals/cad/LinCB07,"Adaptive patch-based mesh fitting for reverse engineering.",2007
3715,journals/cad/DingMP04,"Oriented bounding box and octree based global interference detection in 5-axis machining of free-form surfaces.",2004
3716,journals/cad/BidarraKB98,"Representation and management of feature information in a cellular model.",1998
3717,journals/cad/KolbS95,"Interpolating scattered data with C2 surfaces.",1995
3718,journals/cad/ElberK98,"Bisector curves of planar rational curves.",1998
3719,journals/cad/Kaposi72,"On the testability of digital hardware.",1972
3720,journals/cad/YongCCSM03,"Dynamic highlight line generation for locally deforming NURBS surfaces.",2003
3721,journals/cad/FaltingsS96,"FAMING: Supporting innovative mechanism shape design.",1996
3722,journals/cad/HsiaoCTF91,"A knowledge-based program for compacting mask layout of integrated circuits.",1991
3723,journals/cad/WooS02,"Recognition of maximal features by volume decomposition.",2002
3724,journals/cad/SubramaniNG04,"3D clipping algorithm for feature mapping across domains.",2004
3725,journals/cad/HaradaA02,"Multiple sweeping using quaternion operations.",2002
3726,journals/cad/XuZ07,"G2 surface modeling using minimal mean-curvature-variation flow.",2007
3727,journals/cad/KarciauskasP13,"Curvature-sensitive splines and design with basic curves.",2013
3728,journals/cad/YanWLKHKC16,"A novel method for 3D reconstruction: Division and merging of overlapping B-spline surfaces.",2016
3729,journals/cad/ZuckerD94,"Object-oriented representation of qualitative engineering properties.",1994
3730,journals/cad/ShellshearTC14,"A multi-threaded algorithm for computing the largest non-colliding moving geometry.",2014
3731,journals/cad/LuffelSRYHRSKNF16,"SURGEM: A solid modeling tool for planning and optimizing pediatric heart surgeries.",2016
3732,journals/cad/ChoiKKMPSS10,"Digital watermarking of polygonal meshes with linear operators of scale functions.",2010
3733,journals/cad/ShirmanS92a,"Procedural interpolation with curvature-continuous cubic splines.",1992
3734,journals/cad/ReichertSMWKM14,"Fibrous structures: An integrative approach to design computation, simulation and fabrication for lightweight, glass and carbon fibre composite structures in architecture based on biomimetic design principles.",2014
3735,journals/cad/BischoffK04,"Teaching meshes, subdivision and multiresolution techniques.",2004
3736,journals/cad/CuilliereFD13,"Automatic mesh generation and transformation for topology optimization methods.",2013
3737,journals/cad/KimK12,"DCR-based causal design knowledge evaluation method and system for future CAD applications.",2012
3738,journals/cad/HoffmannC02a,"Variable-radius circles in cluster merging: II. Rotational clusters.",2002
3739,journals/cad/McMahonLWW92,"Observations on the application and development of parametric-programming techniques.",1992
3740,journals/cad/Hornus17,"Detecting the intersection of two convex shapes by searching on the 2-sphere.",2017
3741,journals/cad/SuzukiLMQ10,"Preface.",2010
3742,journals/cad/LiuS16,"Homogenization of material properties in additively manufactured structures.",2016
3743,journals/cad/YokosukaI09,"Guaranteed-quality anisotropic mesh generation for domains with curved boundaries.",2009
3744,journals/cad/ParkD10,"Structural optimization based on CAD-CAE integration and metamodeling techniques.",2010
3745,journals/cad/DolencM94,"Slicing procedures for layered manufacturing techniques.",1994
3746,journals/cad/MaZTZ04,"A hierarchically structured and constraint-based data model for intuitive and precise solid modeling in a virtual reality environment.",2004
3747,journals/cad/LeeLKK04,"A cellular topology-based approach to generating progressive solid models from feature-centric models.",2004
3748,journals/cad/Park03b,"Knowledge capturing methodology in process planning.",2003
3749,journals/cad/GaoC98a,"Solving geometric constraint systems. II. A symbolic approach and decision of Rc-constructibility.",1998
3750,journals/cad/Sarraga04,"Modifying CAD/CAM surfaces according to displacements prescribed at a finite set of points.",2004
3751,journals/cad/ChoiZ10,"A dynamic priority-based approach to concurrent toolpath planning for multi-material layered manufacturing.",2010
3752,journals/cad/Podgorelec02,"A new constructive approach to constraint-based geometric design.",2002
3753,journals/cad/LoH98,"CNC machine tool interpolator with path compensation for repeated contour machining.",1998
3754,journals/cad/ChalmetaHSS13,"Measuring regularity of convex polygons.",2013
3755,journals/cad/NguyenZ14,"A physiological study of relationship between designer's mental effort and mental stress during conceptual design.",2014
3756,journals/cad/Sargent92,"Data quality in materials information systems.",1992
3757,journals/cad/ChanAR17,"Volumetric parametrization from a level set boundary representation with PHT-splines.",2017
3758,journals/cad/YangQZT14,"Multi-morphology transition hybridization CAD design of minimal surface porous structures for use in tissue engineering.",2014
3759,journals/cad/MeknassiAC92,"Algorithm for the graph-partitioning problem using a problem transformation method.",1992
3760,journals/cad/ZengLLY12,"Q--Complex: Efficient non-manifold boundary representation with inclusion topology.",2012
3761,journals/cad/BaiYLLM11,"Polyline approach for approximating Hausdorff distance between planar free-form curves.",2011
3762,journals/cad/ZhangWHQ17,"Interactive modeling of complex geometric details based on empirical mode decomposition for multi-scale 3D shapes.",2017
3763,journals/cad/TrescakER12,"A shape grammar interpreter for rectilinear forms.",2012
3764,journals/cad/MehradXG14,"Robust localization to align measured points on the manufactured surface with design surface for freeform surface inspection.",2014
3765,journals/cad/Lee05,"Modeling generalized cylinders using direction map representation.",2005
3766,journals/cad/NoortHB02,"Integrating part and assembly modelling.",2002
3767,journals/cad/Kappel95,"Shading: fitting a smooth intensity surface.",1995
3768,journals/cad/LeeKH94,"Generation of toolpath with selection of proper tools for rough cutting process.",1994
3769,journals/cad/RegliRSS16,"The new frontiers in computational modeling of material structures.",2016
3770,journals/cad/GaoXC08,"Product interface reengineering using fuzzy clustering.",2008
3771,journals/cad/ElberGK09,"Surface self-intersection computation via algebraic decomposition.",2009
3772,journals/cad/MaheriI13,"Educated search - A generic platform for partial modification at conceptual design phase of multidisciplinary problems.",2013
3773,journals/cad/ChenFL02,"Intelligent location-dimensioning of cylindrical surfaces in mechanical parts.",2002
3774,journals/cad/ChoiC06,"A topological hierarchy-based approach to toolpath planning for multi-material layered manufacturing.",2006
3775,journals/cad/ChengC15,"Geometric consideration of support structures in part overhang fabrications by electron beam additive manufacturing.",2015
3776,journals/cad/GaoYP14,"A compact shape descriptor for triangular surface meshes.",2014
3777,journals/cad/Burton90,"Computer graphics software construction: J. R. Rankin Prentice-Hall, Sydney, Australia (1988) 544pp.",1990
3778,journals/cad/WangSCWG17,"Sheet operation based block decomposition of solid models for hex meshing.",2017
3779,journals/cad/BodeinRC13,"A roadmap for parametric CAD efficiency in the automotive industry.",2013
3780,journals/cad/AuW04,"Geometry of inhibition and activation in kinematic waves.",2004
3781,journals/cad/HuKP17,"Over-constraints detection and resolution in geometric equation systems.",2017
3782,journals/cad/KyungS03a,"Nonlinear kinematic tolerance analysis of planar mechanical systems.",2003
3783,journals/cad/WuP15,"Correct resolution rendering of trimmed spline surfaces.",2015
3784,journals/cad/ChenS94,"Surface modelling of range data by constrained triangulation.",1994
3785,journals/cad/GongW11,"5-axis flank milling free-form surfaces considering constraints.",2011
3786,journals/cad/Rossignac91,"Beyond solid modelling.",1991
3787,journals/cad/ParidaM93,"Constraint-satisfying planar development of complex surfaces.",1993
3788,journals/cad/HuangGS03,"Generating sacrificial multi-piece molds using accessibility driven spatial partitioning.",2003
3789,journals/cad/SarmaD97,"An integrated system for NC machining of multi-patch surfaces.",1997
3790,journals/cad/XuZ07a,"Erratum to 'G2 surface modeling using minimal mean-curvature-variation flow' [Comput. Aided Design 39 (5) (2007) 342-351].",2007
3791,journals/cad/Vergeest94,"STEP: An introduction : J. Owen Information Geometers, UK (1993), 145 pp, ISBN 1 87472804 6.",1994
3792,journals/cad/WangHLSQ13,"Hierarchical feature subspace for structure-preserving deformation.",2013
3793,journals/cad/GongCL05,"Improved positioning of cylindrical cutter for flank milling ruled surfaces.",2005
3794,journals/cad/Gupta05,"How to reduce mold design time.",2005
3795,journals/cad/Posch90,"Proceedings of the 1988 IEEE International Conference on Computer Design: VLSI in Computers and Processors : IEEE Computer Society Press, Los Alamitos, CA, USA (1988) 618pp.",1990
3796,journals/cad/HaberleitnerJ17,"Isogeometric segmentation: Construction of cutting surfaces.",2017
3797,journals/cad/WenZLS15,"Identifying and constructing elemental parts of shafts based on conditional random fields model.",2015
3798,journals/cad/GaoS98,"Automatic recognition of interacting machining features based on minimal condition subgraph.",1998
3799,journals/cad/RossignacK12,"HelSweeper: Screw-sweeps of canal surfaces.",2012
3800,journals/cad/KimKS06,"Apollonius tenth problem via radius adjustment and Möbius transformations.",2006
3801,journals/cad/DingFL01,"Interference detection for 3-axis mold machining.",2001
3802,journals/cad/KimCKKSWK15,"A vision-based system for monitoring block assembly in shipbuilding.",2015
3803,journals/cad/WangS01,"Shape control of swept surface with profiles.",2001
3804,journals/cad/RantaMUT96,"Integration of functional and feature-based product modelling the IMS/GNOSIS experience.",1996
3805,journals/cad/MaMTP04,"A direct approach for subdivision surface fitting from a dense triangle mesh.",2004
